51.474783,-0.037291,82.132.212.5
51.474808,-0.037313,82.132.212.5
51.47484,-0.03734,82.132.212.5
51.47488,-0.037374,82.132.212.5
51.47493,-0.037416,82.132.212.5
51.474944,-0.037335,82.132.212.5
51.474991,-0.037146,82.132.212.5
51.474984,-0.037078,82.132.212.5
51.474919,-0.037202,82.132.212.5
51.474969,-0.037231,82.132.212.5
51.474962,-0.037154,82.132.212.9
51.474957,-0.037176,82.132.212.9
51.474954,-0.037176,82.132.212.9
51.474941,-0.037128,82.132.212.33
51.47493,-0.037123,82.132.212.33
51.474914,-0.037131,82.132.212.33
51.478926,-0.025773,82.132.232.37
51.479163,-0.026316,82.132.212.34
51.479097,-0.026165,82.132.212.10
51.478875,-0.025656,82.132.212.10
51.478883,-0.025675,82.132.212.10
51.479028,-0.026008,82.132.212.34
51.478875,-0.025657,82.132.212.34
51.478876,-0.025659,82.132.212.34
51.478891,-0.025693,82.132.212.2
51.479016,-0.02598,82.132.212.34
51.479133,-0.026247,82.132.212.34
51.478889,-0.02569,82.132.212.34
51.478875,-0.025656,82.132.228.21
51.478943,-0.025813,82.132.228.21
51.479153,-0.026294,82.132.228.21
51.479161,-0.026312,82.132.228.21
51.479155,-0.026298,82.132.228.21
51.479098,-0.026168,82.132.228.29
51.478886,-0.025683,82.132.228.29
51.478945,-0.025818,82.132.228.21
51.479021,-0.025992,82.132.228.21
51.47902,-0.025992,82.132.228.21
51.478873,-0.025657,82.132.228.21
51.478859,-0.025656,82.132.228.21
51.477766,-0.025259,82.132.224.4
51.477757,-0.025247,82.132.224.4
51.477749,-0.025233,82.132.224.4
51.47775,-0.025266,82.132.224.4
51.477744,-0.02531,82.132.224.4
51.477744,-0.025358,82.132.224.4
51.477745,-0.025398,82.132.224.4
51.477748,-0.025419,82.132.224.4
51.477746,-0.025437,82.132.224.4
51.477746,-0.025452,82.132.224.4
51.477745,-0.025476,82.132.224.4
51.477742,-0
